id,title,text,comment_id,grade,is_new,is_quailfied,feedback_type,is_finance,subcategory_type,created_at,updated_at
1000,"ДО""Лиховидский""","Здравствуйте, давно являюсь вашим клиентом имею пенсионную карту, дебетовую и накопительный счет. 16 октября столкнулась с проблемой перевести по номеру телефона в другой банк деньги. За решением обратилась в отделение на городке ОР в городе Луганск, квартал Лиховида 2-б. На входе мне помогли взять талон и пригласили за второй стол. Приятно удивило, что обслуживала меня Карина уже как специалист, а не как менеджер зала. С повышением!!! Помогла перевести деньги с накопительного счета и показала как перевести в другой банк без комиссии. Спасибо большое, за отзывчивость. ",11798841,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1001,"Решили мою проблему ДО ""Лиховидский""","Добрый день! Со мной произошла не очень приятная ситуация, с которой я думаю сейчас сталкиваются очень многие, я столкнулась с мошенниками. Мне позвонили и представились сотрудниками банка, стали задавать вопросы. Я сразу поняла, что здесь что-то не так, поэтому сразу же обратилась в отделение банка, о котором я слышала много хороших отзывов, которое находится в г. Луганске, на кв. Лиховида, 2б. Обратилась я в отделение 23.05.2024 г. На входе в отделение банка меня встретила менеджер зала, которая помогла мне взять талон к специалисту. Долго ждать мне не пришлось, от силы минут 5, как меня пригласил на обслуживание специалист. Хочу выразить огромную благодарность специалисту, который меня обслуживал, Г-ой Лилии. Девушка меня очень внимательно выслушала, подсказала как быть в данной ситуации, и что необходимо делать, чтобы подобных ситуаций не возникало. Так как у меня было все заблокировано, Лилия очень оперативно разблокировала мне доступ в личный кабинет и помогла переустановить мобильное приложение на телефоне. Также я захотела себе дебетовую карту, которую я получила в течении 5 минут, и которую специалист мне помогла сразу активировать. Я очень рада, что проблема, с которой я обратилась в данное отделение банка,  была решена за считанные минуты благодаря специалисту Лилии, которая меня обслуживала, с которой мне было очень комфортно работать. В данном отделении человеческое отношение к людям, сотрудники с пониманием относятся к каждому клиенту. ",11798782,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1002,Оформление кредита,"Обратилась в банк за оформлением кредита 14.10.2024 по адресу Серго Орджоникидзе 27. Срочно нужно было оформить и менеджер Алена Е. полностью проконсультировала по всем условиям и по акции ""Лучше ноль"". Меня все устроило и на месте оформили кредит. Быстро и оперативно. Очень профессиональный подход к своей работе. В данном офисе обслуживаюсь давно, все  устраивает. Спасибо! ",11798742,5,f,t,1,t,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1003,Благодарность за качественное обслуживание,"Добрый день, оставляю свое обращение по оформлению карты. Обратился в офис к менеджеру Нели, для оформления карты 09.10.2024 в 13.30. Сотрудник банка попросила паспорт, для оформления карты. Время оформления было около 10 минут, при оформлении карты менеджер Неля рассказывала о вкладах, накопительных счетах, кредитных карт и потребительском кредите. Все вопросы которые возникали во время беседы Неля с улыбкой отвечала на них тем самым расположив меня к открытию вклада, я давно думал о нем. Оформив карту я получил много информации о разнообразии предложений в банке, и остался доволен. Буду обращаться в этот банк ещё который расположен по адресу ЛНР, г. Ровеньки, пгт Кленовый, ул. Театральная, д.14 Неля спасибо за обслуживание.",11797044,5,f,t,2,f,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1004,Неудачный опыт,"Пытался оформить дебетовую карту в офисе в середине буднего дня. В очереди второй, гласила надпись в талоне. Но звонок по телефону (как сказала девушка на ресепшене) позвал всех сотрудников к руководителю на пару минут. Через более чем 20 минут ожидания вместе с пропажей девушки с ресепшена ушло и желание сотрудничества с банком. ",11796661,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1007,Карта не активирована,"21 сентября на сайте ПСБ оформила заявку на оформление дебетовой карты. Встреча с представителем была назначена на 24.09. Утром 24.09 курьер позвонил и подтвердил встречу. Вечером 24.09 курьер перезвонил и сказал, что карту привезти не успевает и  что встреча переносится на пятницу 27.09. Доставив карту, представитель банка сообщил, что всё в порядке, теперь надо дождаться сообщения смс о активации карты.Сообщение в итоге так и не пришло. Я скачала приложение ПСБ и попробовала войти по номеру карты - выходит ошибка ""Карта не может быть использована для входа"". 1 октября я звоню на горячую линию, оператор формирует заявку на активацию карты. На этом всё, тишина от банка. Картой до сих пор пользоваться не могу, в приложение не зайти. Когда наконец будет решен вопрос с активацией карты?",11796250,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1008,Лучший офис ПСБ в ДНР г.Донецк,"Самы лучший офис в г.Донецке ДО ""Донецк -69"" Донецкий ф-л . Находится данный офис в г.Донецке, ул.Арзамасская, д.2.Сотрудники вежливые, отзывчивые, объяснили все на доступном языке, что не может не радовать!!! Расчиали все варианты вкладов и накопительных счетов, сколько я могу получить процентов, в чем отличае в каждом из продуктов. Осталась очень довольна,  мною был открыт вклад, предложили кредитную карту с льготным периодом, тоже очень заинтересовало данное предложение, а так же акции по данной карте!! Назначили встречу на карту на 16.10, в данный офис буду обращаться по всем вопросам и рекомендовать всем знакомым и близким.Руководству прошу обратить внимание на данный офис, хотелось бы поощрить этих работников, т.к такого отношения ни в одном офисе ПСБ нет! Так что спасибо Вам за сотрудников!!!!!",11795952,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1010,Отличный офис ПСБ банка в г. донецке,"Рекомендую офис:ДО ""Донецк-69"" Донецкий ф-л ПСБ банка, в г. Донецке, ул. Арзамасская д. 2. Постоянно в данном офисе обслуживаюсь, сотрудники приветливый, компетентные и отзывчивые. Обращалась в офис 15.10 восстановить мобильное приложение ПСБ, помогли все сделать быстро. Ранее оформляла потребительский кредит.Получила консультацию по вкладу, все рассчитали и рассказали. Все условия прозрачные и объяснили на доступном языке. Рекомендую данный банк и сам офис! Руководству банка отдельная благодарность, за таких сотрудников!!!! ",11795789,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1009,Благодарю ПСБ за качественное обслуживание,"Добрый день, сегодня 15.10 мне нужно было снять наличку с банкомата , я зашёл в отделение в Мариуполе на проспекте Победы 44.Я банкоматом владею не очень уверено , поэтому попросил помощи у менеджера зала Александра. Александр научил меня пользоваться банком, он показал что можно снимать не только через картридер , но и так же бесконтактно , я ввел пин-код и увидел меню с действиями нажали на снятие , я ввел сумму и тут менеджер меня остановил, он объяснил что банкомат по умолчанию выдает наибольшие купюры , а мне как раз нужны были мелкие деньги. Александр сказал что при моем желании можно снять с размером, мы нажали на "" выбрать размен "" и мне объяснили как выбрать те купюры которые мне нужны и нажали на снятие с чеком. Я взял свои 10 000 по тысячи и был рад что не придется менять очередные 5000Очень приятно когда такое обслуживание и люди заботятся о твоих интересах. После того как я снял средства и уже думал уходить, Александр спросил у меня хочу ли я открыть ""накопительный счёт""А я даже не знал что это такое. Александр объяснил что мои средства будут находиться на накопительном счёте и я буду получать проценты за то что банк будет ими пользоваться. Я и не знал что так можно, я конечно был не против и Александр дал мне талончик к оператору на открытие вклада.Меня пригласил менеджер Марина и стала консультировать по накопительному счету. Я когда ее слушал , то понял что имею дело мастером своего дела. Я понял что накопительный счёт бессрочный, но первые два месяца будет 20% годовых, поскольку раньше не было счётов, после второго месяца будет ставка 8%. Как мне сказала Марина что после первых двух месяцев я должен прийти и открыть более интересный вариант, так как 8% это сейчас очень мало. Спасибо большое ей и Александр за то что помогают лучше распоряжаться своими финансами. Очень понравилось что процесс занял не больше 10минутСпасибо ПСБ за таких сотрудников через 2 месяца прийду за новым договором! ",11795885,5,f,t,2,f,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1017,"Благодарность офису ДО ""Донецк-69"" Донецкого филиала","Благодарность офису ДО ""Донецк-69"" Донецкого филиала, находящийся по адресу:г. Донецк, ул. Арзамасская, д. 214.10.2024г. обращалась в данный офис для переоформления вклада. Очень понравилось обслуживание, приятные и доброжелательные сотрудники офиса. Всё доступно объяснили, рассказали условия переразмещения вклада, расчитали сумму ожидаемого дохода. Предложили дополнительные продукты банковские. Очень рекомендую данный офис к посещению. Спасибо руководству банка за таких профессионалов сотрудников. ",11793866,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1015,"Услуга ""Оповещения""","Имела ""удовольствие"" оформить дебетовую карту в ""лучшем банке"" ПСБ.Картой пользоваться перестала и закрыла её в марте 2024г. Банк карту закрыл,дополнительной информации не предоставил. Случайным образом узнала,что при переводе мне средств- банк ПСБ отображается для перевода. Написала им для того,чтобы уточнить информацию по какой причине. Оператор сообщил,что есть задолженность по ДЕБЕТОВОЙ КАРТЕ за услугу по оповещениям. О задолженности до этого момента никто не сообщал,в приложении эта информация не указана,выписки по картам не поступали.С какого момента начисляется задолженность никто не сообщает. Информацию об условиях данной услуги никто не сообщил. Разве в обязанности банка не входит сообщать клиентам о задолженности? Считаю,что начисления в минус в данном случае неправомерны,так как о них никто не сообщил. При том,что карту каким то образом закрыли и ей никто не пользовался.Претензию в чате составили,однако,с таким качеством обслуживания сомневаюсь,что будет адекватное решение.",11794408,1,f,t,1,t,2,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1016,"Произошел сбой в банкомате, но благодаря сотрудникам ПСБ, вопрос успешно урегулирован","Пополняла карту через псб банкомат ,но произошел сбой в результате чего деньги не были зачислены на карту. Через чат приложения мне помогли сотрудники банка составить заявление и спустя 15 дней деньги зачислились на счёт за что им большое спасибо. За терпение и за внимательность к клиентам . Теперь я точно знаю что это честный банк ,а что до банкомата сбои это бывает иногда ,ничего страшного. Главное что ситуация разрешилась благополучно и я довольна .",11794222,4,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1019,Пополнение карты,"Сегодня пополнял свою карту псб через банкомат,в размере 30000₽.Банкомат деньги принял и загорелась ошибка на экране (временно не работает). Деньги на карту не пришли.Позвонил на горячую линию,составили обращение.На всякий случай проверил у оператора в чате личного кабинета банка, заявку подтвердили.Сказали ожидать решения минимум 10 дней.Надеюсь на быстрое и положительное решение вопроса(деньги нужно было срочно перевести родственникам на лечение)",11793737,3,f,t,1,t,2,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1024,ДО Кленовый Луганская Народная Республика,"<ul><li>Добрый день ,меня зовут Виктор Н.!Неля ,сотрудник данного отделения которое на поселке Кленовом ,помогла снять деньги,рассказала и.ответили на все мои вопросы  которые я задавал ей на протяжении всего диалога Спасибо ,человеческое спасибо за качественное обслуживание в этом банке ,в такое непростое  и тяжёлое время .</li></ul>",11792715,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1025,Долгое  соединение с компетентным специалистом,"  13.10.2024 в 12:47:29 я позвонил на горячую линию Промсвязьбанка на телефон +78003330303 с целью заказать денежные средства для снятия, о чём я сообщил голосовому помощнику, который практически сразу переключил меня на связь со «специалистом»! После длительного ожидания я был соединён со «специалистом» - мужчиной, который узнав, что я хочу заказать деньги, заявил, что этим не занимается и переключает меня на другого специалиста компетентного в этом вопросе. После чего, опять последовало не менее длительное ожидание, как я понял из рекламных сообщений и обещаний времени соединения со специалистом я был поставлен в конец очереди как будто заново позвонил! В результате я был соединён со специалистом – женщиной, которая приняла у меня заказ на снятие денежных средств, но до соединения с ней прошло около 37(тридцати сими) минут, а сам звонок на горячую линию длился 46 минут 20 секунд! Мне показалось, что это очень долго, а может у представителей Промсвязьбанка другое мнение и для них это в порядке вещей ?!!!   Информация о звонке содержится в прилагающейся к отзыву детализации и отмечена красным цветом.",11790727,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1023,Кленовый,"Доброе утро, меня зовут Евгений. Я обратился в дополнительный офис Кленовый за консультацией по потребительскому кредиту. Сотрудник банка Неля А. любезно предоставила всю интересующую информацию в ходе общения я сразу же оформил потребительский кредит. Выражаю свою благодарность за качественное обслуживание.",11792801,5,f,t,2,t,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1027,Не дают подключить кредитную карту к программе кешбэка,"В мобильном приложении я увидел, что у меня к программе кэшбэка подключена только дебетовая карта. Я попробовал подключить кредитную карту, но не получилось. Написал вопрос в чат, мне дали длинную инструкцию как подключить. В итоге НЕТ кнопок, на которые ссылаются в чате, для подключения кредитной карте к кэшбэку. Написал снова в чат, ответили, что уже не надо ничего подключать. Далее позвонил к контакт-центр, оператор Никита 190517 снова мне заявил, что у меня кредитная карта не подключена к кэшбэку, сказал нажать на кредитную карту и там все будет как подключить, на что я ему ответил, что ни в мобильном приложении, на в версии на сайте - НЕТ кнопок для подключения к кэшбэку. Далее этот же оператор отказался принять у меня обращение в связи с диаметрально противоположными консультациями по подключению кредитной карты к кэшбэку. Далее этот же оператор отказался принять у меня обращение на сотруднику в отделении Октябрьское поле, что не объяснила мне, что у меня кредитная карта подключена/не подключена к кэшбэку.Теперь вопрос снова, кто мне в вашем банке может ответственно пояснить, подключена ли кредитная карта к кэшбэку или нет и если нет, то как ее подключить. Я усматриваю в противоречивых ответах сотрудников банка желание банка скрыть от меня информацию и не начислить кэшбэк за операции по карте.",11789558,1,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1028,Ужасно работает сервис,"Поддержка вообще не работает, чтоб дозвониться нужно на телефоне провисеть 30 минут. написал Заявление на расторжение договора. Сроки заявленные сотрудниками банка уже прошли. Денежные средства не вывели мне, до поддержки не дозвониться. Если вам не нужен сервис от слова совсем, то банк хороший. Но я бы не советовал)",11789538,2,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1031,"Ужасный банк, не отдающий 2 млн. руб.","Являюсь клиентом ПСБ с начала 2018 года, когда банк был в непростой ситуации, но я в него поверил, и поначалу это оправдывалось – многие предложения были какое-то время действительно интересными. А я был весьма лояльным клиентом – пробовал самые разные продукты банка, включая партнерские. Но к сожалению, с годами все больше наблюдаю деградацию банка для клиентов, непривлекательные условия по продуктам (понимаю, что в связи с рядом обстоятельств приоритеты у банка могут измениться), что в итоге привело меня к мысли о необходимости отказа, по крайней мере, временного, от услуг ПСБ.Итак, 18 сентября я отказался от премиальной программы, мне закрыли все карты и, как выяснилось позже, все счета, кроме единственного – накопительного, хотя я полагал, что какой-то текущий счет все же остался. 1 октября я решил закрыть и накопительный счет в приложении, и оно предложило вывести деньги на текущий счет – как потом оказалось, также закрытый вместе с картой! В итоге деньги ушли на закрытый счет, и я их с тех пор не вижу. Я сразу же открыл новый текущий счет и новую карту, но денег на них не появилось.В тот же день (вечером 1 октября) я обратился по телефону в службу поддержки (ожидание ответа оператора составило более часа!), у меня приняли обращение и сообщили, что вопрос будет решен в течение пяти рабочих дней. 8 октября пять рабочих дней истекли, но денег я так и не увидел, снова полчаса прождал на телефоне ответа оператора, который меня заверил, что вопрос в работе, и деньги вернутся либо к вечеру этого же дня, либо в крайнем случае – на следующий день, т.е. 9 октября. Но ни 9, ни 10 октября средства снова не не поступили. Вечером 9 октября я направил обращение в чат службы поддержки банка, т.к. не было желания тратить еще минимум полчаса на ожидание ответа оператора по телефону, и спустя некоторое время в чате некто Евгений сообщил, что ему искренне жаль, что я оказался в подобной ситуации, но проверить он ничего не может, а может составить запрос повторно (срок обработки теперь почему-то сократился до 3 дней), после чего, спустя пару минут, закрыл обращение. После неудачного разговора в чате я направил обращение в разделе «Связь с банком», где сообщалось, что банк отвечает обычно в течение 24 часов, но ответа я также не получил.К слову сказать, речь идет о сумме в 2.016.000 руб., которые я планировал разместить на накопительном счете по предложению *** под 25% годовых на 1 месяц. Похоже, ПСБ вообще, что называется, перестал «ловить мышей», раз позволяет себе как подобные «косяки» в дистанционных каналах, так и полный игнор клиентов в течение 10 с лишним дней.В связи с изложенным я вынужден воспользоваться площадкой портала banki.ru и задать банку ПСБ два вопроса: 1. Когда я все-таки смогу увидеть свои средства, которые приложение ПСБ умудрилось  перевести на уже закрытый счет? 2. Каким образом ПСБ планирует возместить мне упущенную выгоду и компенсировать незаконное использование моих денежных средств в течение вот уже 10+ календарных дней, на которое я своего согласия не давал? И вообще, есть ли еще смысл надеяться на какие-то остатки адеквантности банка, или уже пора готовить обращения в полицию и суд о незаконном присвоении и использовании моих сбережений?",11784307,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1030,Безобразная работа с клиентами (вкладчиками),"Не возможно добиться от ПСБ налаживания нормальной работы с интернет-банком ПСБ. Не сколько раз пробовал расторгнуть договор вклада с помощью интернет-банка ПСБ. Сработало ТОЛЬКО один раз 11.10.2024, до этого (сентябрь 2024 года и 11.10.2024 с 15.00 не удаётся.......Ответ банка стандартно бредовый (проверьте свой телефон и так далее....) При этом 11.10.2024 проблем с получением СМС от банка ВТБ нет, а от ПСБ ЕСТЬ!!!! Мой счёт в ПСБ банк перевёл в ЗАКРЫТЫЙ ( с моими денежными средствами!!!!), сделав ЕГО не доступным мне для переводов в интернет-банке ПСБ!!! Безобразный банк!!!",11785760,1,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1033,Карту не могут активировать,"01.10.24 была доставлена дебетовая карта. Тётя курьер оптимистично сказала, что в течение получаса все будет работать. Сегодня уже 10.10.24. Карта до сих пор НЕ АКТИВИРОВАНА. Звонил неоднократно на горячую линию. Там кормят завтраками и никто ничего не знает. В приложении нет возможности прикрепить скрины. Есть сообщество в социальной сети. Там также все печально, скрины не прикрепляются, сидят те же незнайки. Разбирайтесь. ",11783214,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1034,Противоречивая информация об участии в акции 25% на продукты,"Позвонил сегодня на горячую линию ПСБ (10.10.2024 в 14:30) уточнить является ли моя карта выданная сегодня на руки участницей в акции по кешбеку 25% за продукты. Мне сотрудница сказала нет так как у меня уже была карта мир суприм банка которая бяда закрыта 6 июня. На мои возражения девушка никаких аргументов не сообщила. Сказать свой порядковый номер и имя отказалась. и это при всес при том, что я ждал на линии порядка 25-30 минут ее ответа. Компетенции у сотрудников кол центра оставляют желать лучшего так как ранее 2 октября и 4 сентрябя я звонил на горячую линию и мне подтверждали что все корреконо будет если я оформлю заявку на выпуск карты от 16.09.2024. в итоге так и непонятно почему в банке есть какие то счета о которых я не знаю. И то что последняя карта и счет у меня был в марте мне никто сейчас не говорит. сообщаюи что так как были - не участвуете даже если у вас быда заявка. Полный абсурд, пофигизм и разгильжяйство по отношении к клиентам ",11783036,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1036,ПСБ банк уже 2й раз не может доставить карту,"Собственно, в заголовке данного отзыва вся информация.Банк выбрал из всех убогих самую убогую службу доставки - FastRiver.Эти даже не стараются звонить заранее и предупреждать, что карту не доставят.Просто на следующий день отправляют смс на ""K sozhaleniyu, ne uspeli dostavit debetovuyu kartu Tvoy keshbek PSB. Vyberite novuyu datu vstrechi https://fstrvr.ru/xxxxx""Так произошло в субботу 05.10.2024, вчера 09.10.2024 так же произошла недоставка.Указал время доставки в третий раз на 11 октября с 10:00 до 15:00. Практически уверен, что и в этот раз всё пойдет по накатанному сценарию.Так вот, если в ПСБ когда нибудь будут анализировать, почему прирост выданных карт такой медленный, смело пинайте на бывших сотрудников так называемого рокетбанка, которые организовали прачечную-шарашку под названием фастривер",11782428,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1037,Ужасное обслуживание,"Являюсь зарплатным клиентом! решила подать на ипотеку в банк ПСБ, тянули с заявкой на ипотеку потому что оператор оформляя заявку по телефону не правильно указал рабочий телефон и не указал фамилию до замужества. Даже никто не запросил эту информацию, пришлось ехать и узнавать в чем причина в главный офис, хотя дело 2-х минут. Дальше одобрили, подали документы от застройщика на объект, опять тянут время, ни ответа, ни звонка! до ипотечного центра дозвониться нереально, оставляешь заявку на звонок (уже раз 30) ни разу не перезвонили! ни разу! Ужасное отношение! за ними приходится бегать и упрашивать работать ",11782193,2,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1038,Невозможно активировать карту. Код не приходит уже 2 дня,"Здравствуйте!08.10.2024 офомил дебетовую карту банка. Представитель банка сообщил, что для активации должен прийти соответсвующий СМС. Однако, ни в тот же день, ни на следующий день, ни через день СМС так и не пришла. Мне нужна карта СРОЧНО. Такие задержки совершенно недопустимы! Прошу принять меры для скорейшего завершения процесса активации",11781752,3,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1040,Выдача карты,"Обратилась 01.10.2024 в отделение банка на территории судостроительного завода имени  Е.Б. Бутомы к сотруднику банка Виолетте, по вопросу утери банковской карты и получения  дополнительеой новой карты. Сотрудник оперативно отреагировала на мою проблему, в доступной форме объяснила как всё оформить. Ранее я обращалась к сотруднику ВИолетте по вопросам откратия кредитной карты и потребительского кредита, она всегда поможет разобраться в услвиях программ продуктов ПСБ. Всегда вежлива и терпелива. Благодарю за сотрудничество",11779804,5,f,t,2,f,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1043,Благодарность,"Я обратился 08 октября 2024 года примерно в 11:00 в офис ""Луганск-4"" ПАО "" Промсвязьбанк"" г.Луганск,ул.Оборонная,2. Я хотел получить стипендию и уточнить насчёт карты. Сотрудник Ведущий менеджер по работе с клиентами С-ко Лилия И. качественно меня обслужила, оформила мне виртуальную карту,что дало возможность получить деньги через кассу,ведь моя карта ещё не готова.Обьяснила как получить карту и где. На обслуживание я предоставил только паспорт РФ. Обслуживание заняло примерно минут 15 . Спасибо большое ",11775320,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1044,Благодарность,"Я обратилась в офис ""Луганск-4"" ПАО ""Промсвязьбанк"" 08 октября 2024 примерно в 11:30 по вопросу оплаты платежа. Обратилась к кассиру К-ра Татьяна А. и произвела оплату, кассир вежлив, так же обратилась по вопросу приложения к менеджеру С-ко Лилия И. и управляющему Ч-ва Елена С.. Они ответили на все вопросы по приложению, помогли войти. Обслуживание длилось примерно 15 минут. Благодарю за профессионализ. При себе имела паспорт РФ.",11775080,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1045,Положительный отзыв,"Добрый день! 08.10.2024 в 08.31 посетила офис в г. Луганск по адресу ул. Оборонная д.2 с услугой получение зарплатой карты. Встретила менеджер С-ко Лилия, предложила обновить приложение. После получения карты были предложены дополнительные услуги, а также потребительский кредит и кредитная карта,т.к являюсь зарплатные клиентом. Времени на обслуживание ушло 7минут. Всем осталась довольна, спасибо за обслуживание.",11774449,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1047,Положительный отзыв,"07.10.2024 в 14.43 посетил офис ДО ""Луганск-4"" по адресу г. Луганск Ул.Обронная д.2 по операции получить зп карту. Меня встретил менеджер С-ко Л.И . Выдали карту быстро,рассказали о тарифах и других услугах. Предложили кредитку и потребительский кредит. Обслуживание заняло 7минут. Все прошло хорошо,отзыв положительный.",11772888,5,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
