id,title,text,comment_id,grade,is_new,is_quailfied,feedback_type,is_finance,subcategory_type,created_at,updated_at
1436,Рассылка смс о задолжности в 3500 рублей за обслуживание дебетовой карты Orange Premium Club,"Здравствуйте.Сегодня от ПСБ получена уже 2-я смс о задолженности в 3500 за обслуживание дебетовой карты Orange Premium Club(открыта 7.12.2022., менеджером С-ва Оксаной А.).Карта OPC не была активирована и не использовалась, клиентом банка не являюсь с мая 2024.При заключении договора на карту, менеджером С-ва Оксаной А. было чётко сказано дважды, что карта бесплатная, за обслуживание и смс ничего платить не нужно и пользоваться картой или нет на усмотрение клиента, оформление карты было обязательным условием при открытии фклада.За время с декабря 2022 до июня 2024 смс о задолженности неразумно не приходили.Просьба разобраться с вопросом!Я карту не активировал и не пользовался, вашим менеджером было чётко сказано, что деньги за неё не взимаются.",11601225,4,f,t,1,t,2,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1517,Благодарность,В отделениИ банка Псб Меня встретил менеджер Т-ко Анна  и очень доступно проконсультировала меня по интересующемуся вопросу. Возникло ощущение приятной  тепла от улыбчивой Анны.Зайдя к сотруднику банка Кристине П-ко я  увидел качественную   и быстро выполненную работу. Приятный коллектив. Буду рекомендовать этот банк своим друзьям.,11558340,5,f,t,2,f,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1438,Не могут обслужить ветерана СВО,"Не могут обслужить ветерана боевых действий уже около получаса. Хотели оформить карточку СВОи, но сказали что не видят наш талончик. Два раза подходили к консультант, но он как будто отмахивался и говорил ждать. Извините но это совсем не дело, других обслуживали в течении 15 минут, а мы час сидели. Я не доволен работой ПСБ",11598396,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1440,Дальше колл-центра вас не пустят!,"20.06.2024 мне была одобрена заявка по ипотеке № 11000419 от 19.06.2024. Заявка была рассмотрена быстро, что вселяло надежду на дальнейший быстрый выход на сделку. 21.06.2024 я забронировала квартиру в новостройке от ПИК. Менеджер ПИКа заверила, что проблем с ПСБ как с давним партнером не будет. 21.06.2024 мне позвонила оператор колл-центра для подтверждения актуальности заявки. Я подтвердила и попросила уточнить, какой менеджер будет сопровождать сделку. В тот же день дополнительно продублировала вопрос в Службу поддержки клиентов, на что 24.06.2024 в 12:19 получила ответ, что менеджеры не назначаются, но со мной обязательно свяжутся не позднее 25.06.2024. 26.06.2024 я узнаю от менеджера ПИК, что ПСБ не примет мои документы. И это при том, что у другого клиента ПИК, подавшего заявку через ЛК ПИК, сегодня приняли документы и назначили дату сделки. 26.06.2024 я опять позвонила в ПСБ. Провисела на телефоне 20 минут, чтобы узнать, что со мной когда-нибудь свяжется ипотечное подразделение ПСБ. Когда свяжется, неизвестно. Вчера же написала в раздел ""Связь с банком"". Ответа пока нет, но, полагаю, что будет очередное ""с вами свяжутся"". Банк неклиентоорриентированный. Подумайте, прежде чем обращаться.",11598046,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1439,Понятное объяснение условий,"Обращался в чат онлайн банка ПСБ по вопросам начисления кешбэка и моих категорий кешбэка. Оператор Ирина оперативно приступила к моему обращению и ответила на вопрос по теме когда же ПромСвязьБанк начисляет кешбэк. После этого я еще задал один вопрос по поводу своей программы лояльности, и Ирина также четко и быстро ответила на нее. Хвалю ПромСвязьБанк, двигаетесь в лучшую сторону!",11598351,5,f,t,2,t,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1441,Полная некомпетентность и абсолютное игнорирование проблем,"У меня вышел из строя терминал эквайринга. Через три дня привезли на замену, как оказалось такой же неисправный. Якобы инженер три часа ""игрался"" с этим терминалом, хотя изначально стало понятно, что он тоже неисправен. На вопрос: когда привезут другой?, я ответа не получил ни от ""инженера"", ни от службы поддержки банка. Всем наплевать! Неужели нет воздействия на этих работников!? Остается только переходить на другой банк.",11597627,1,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1442,Банк не может разблокировать счет,"Планирую оформить ипотеку в банке ПСБ, было получено положительное решение по заявке, при подготовке к сделке сотрудниками был выявлен факт блокировки текущего счета из-за исполнительного листа, в связи с чем сообщили о невозможности проведения сделки. На сайте ФССП информации об исполнительном листе не было. Обратившись к приставу выяснил, что долга нет, постановление о снятии ареста было еще датировано прошлым годом. Счет по которому был произведен арест был в СМП-Банке, правопреемником которого стал ПСБ. Информация в банк  ФССП была отправлена своевременно, но по каким-то причинам не получена банком. Приехав в центральный офис ПСБ в г Челябиснк секретарь сказала, что помочь мне не может и отправила обратно к приставам. Приехав обратно, получил на руки все постановления о снятии ареста по листам, которые были. Взял постановление об отмене постановления об обращения взыскания. Приставы сказали, что помочь больше ничем не могут, т.к. у них этого долга в базе давным-давно нет и отправили обратно в банк. В Челябинске мне предложили съездить в Екатеринбург в центральный офис ПСБ для решения моего вопроса. Почему на местном уровне никто не может решить вопрос о снятии блокировки счета, для чего ехать в другой город? Решение по моей ипотеченой заявке заканчивается 1 июля, после этого я на сделку выйти не смогу. А банк не может решить вопрос со снятием ареста и футболит меня обратно к приставам. Прошу незамедлительно рассмотреть мое обращение и в кратчайшие сроки решить вопрос о разблокировке счета, т.к. идет потеря времени в ожидании ипотченой сделки! Все постановления и сопроводительные письма от ФССП прикладываю!",11597254,5,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1468,"Чем дальше, тем хуже","<ul><li>Заказал в приложении справку для госслужащих, обычно она приходит за несколько минут, как и произошло в других приложениях банков, однако на следующий день я увидел, что для получения справки мне нужно прибыть в офис.Как это сделать, при специфике работы военнослужащих, видимо известно только сотрудникам банка. Почему не пришла справка в электронном виде, ответ сотрудника - ошибка приложения,но вместо исправления своих ошибок предлагают искать как хочешь и где хочешь их отделение.Спасибо большое </li></ul>",11582814,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1450,Как мне ПСБ увеличил ставку кредита на 6% без предупреждения по причине технического сбоя,"Получил кредит в ПСБ для ИП на льготных условиях под 14% годовых , который предложили сами же сотрудники ПСБ по программе поддержке Малого / Среднего Бизнеса (1764 от МСБ)При заключении кредитного договора несколько раз проговаривал с сотрудником банка, мол - если с моей стороны не будет просрочек / нарушения условий - не увеличится ли ставка по кредиту и платежи? На что мне ответили: Нет, повышений быть не должно. Окей, подписываю кредитный договор электронно 08 мая 2024 года, соглашаюсь с графиком платежей по 58319 руб в месяц и ставкой 13.99%.Но я даже не успел воспользоваться этой ""льготной ставкой"" даже и дня, как мне ее отменили в одностороннем порядке под предлогом технического сбоя - и в одностороннем порядке мне подняли ставку на 6% и ежемесячный платеж.Как и когда я об этом узнал?Конечно же, в день расчета по ежемесячному платежу по кредиту - когда оставил нужную сумму на счете , а мне пришло сообщение : Погасите СРОЧНО ВАШУ ЗАДОЛЖЕННОСТЬ ПЕРЕД БАНКОМ!Я как порядочный плательщик иду на горячую линию разбираться в полной уверенности, что это - всего лишь ошибка, и у меня все окей.Но! Потратив 1,5 часа времени на толкование одной и той же ситуации 4 или 5 сотрудникам разных разделов банка я наконец выяснил, что , цитирую : ""Произошел технический сбой в банке - и вас случайно сначала согласовали на льготную ставку, а затем - из льготной программы исключили"".Письмо в онлайн-банке о повышении ставки конечно же прислали, чтоб прикрыть себе (сами понимаете что), но прислали его датой 10 июня 2024года - и задним числом сами же отменили льготную ставку , начиная с 08 мая 2024 года (а что, так можно было, да?!). Все скрины писем / условий договора - присутствуют у меня и могу подтвердитьКак итог, из-за так называемого ""технического сбоя"" в банке ПромСвязьБанк - я как ИП несу два вида ущерба:1. В случае изменения условий по кредиту и повышению ставки моя переплата по кредиту составить +200.000 от изначальных условий (это 13% от суммы кредита - немало)2. Из-за неуведомления банка об изменении условий вовремя (дата платежа - по 08 числам месяца, а уведомление было - 10 июня, то есть на два дня позже) - мне начислили необоснованную просрочку платежа , и испортили мой кредитный рейтингСчитаю уместным со стороны банка, если ""технический сбой"" произошел на стороне банка - нести ответственность на своей стороне, вернуть изначально льготные условия - и указать в бюро кредитных историй о том, что просрочка платежа была засчитана ошибочно!Очень надеюсь на то, что банком управляют люди, которые умеют гарантировать соблюдение договоров. Ибо если нет - то доверие к банку - нулевое, и другие юр лица должны знать о том, что это может произойти и с ними!П.С. Подал претензию 17.06 официально через интернет банк - но ответа пока никакого так и не последовало!",11594286,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1444,Консультация по кредитной карте,"В соцсетях увидел рекламу проводимых банком ПСБ акций по своей кредитной карте «100+». Для уточнения условий 23 июня позвонил на горячую линию банка. Меня связали с оператором Ангелиной, которая рассказала о самой карте и об акциях в которых я смогу участвовать если получу карту. Меня особо заинтересовал вопрос по бонусному счету, на который должны идти выплаты по акциям, так как являюсь клиентом банка уже год до сих пор так и не разобрался с ним, есть он у меня или нет. Ангелина объяснила, что счёт открывается вместе с картой и ничего дополнительно делать не нужно.Консультацией я остался доволен, на все интересующие вопросу получил ответы. Минус тот же, что и ранее - очень долго приходиться ждать соединения с живым оператором. Пол часа много.",11596286,5,f,t,2,t,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1445,Закладная по погашенной ипотеке,"11.06.2024 года мной была погашена полностью ипотека в ПСБ, менедженр уверила, что в течение 2х недель будет выдана закладная, если мы хотим ее быстрее, то можно заплатить 5000 руб, естсственно от данной услуги мы отказались - сумма не 2 копейки. В итоге прождав 2 недели никакой закладной не получила, позвонила на горячую линию, где мне объяснили, что закладная готовится 30 дней - ждите, после моего возмущения специалист оформила обращение на обратной звонок с филиала, не став ждать звонка решила позвонить сама. В офисе банка менеджер мне сказала ""приезжайте пишите заявление, рассмотрим ваше обращение"". Мне необходима закладная срочно, мою ипотеку погасил покупатель, который ждет недвижимость, а я жду остаток денег. Филиал находится г. Ульяновск, ул. Гончарова, 30 стр. 1. Также менеждер пояснила, в случае моратория в банке, закладная выдается сразу. По номеру горячей линии мне и пояснили, что в банке мораторий до 15 июля, после него мне выдадут закладную и, что в срок 30 дней они укладываются.На минуточку ипотека погашена 11.06.2024 в полном объеме в сумме более 2х млн руб. При этом сумма для погашения в личном кабинете не соответствовала действительной и я внесла на 6000 руб больше, якобы проценты за пользование кредитом.Уважаемые о чем речь:  Обращаю ваше внимание, что Федеральный закон от 16.07.1998 N 102-ФЗ ""Об ипотеке (залоге недвижимости)"" Осуществление прав по закладной и исполнение обеспеченного ипотекой обязательства, статья 17, пункт 2 гласит – 2.Залогодержатель по исполнении обеспеченного ипотекой обязательства полностью обязан незамедлительно передать закладную залогодателю с отметкой об исполнении обязательства в полном объеме, а в случаях, когда обязательство исполняется по частям, - удостоверить его частичное исполнение способом, достаточным для залогодателя и очевидным для возможных последующих владельцев закладной, в том числе приложением соответствующих финансовых документов или совершением на закладной записи о частичном исполнении обязательства. То есть устанавливать сроки в 30 рабочих дней банк не имеет права, Закладная по закону должна быть выдана НЕЗАМЕДЛИТЕЛЬНО.Благодаря неправомерным действиям со стороны банка у меня сорвалась последующая сделка.<br>Банк нарушает нормы закона, я требую выдать мне закладную немедленно иначе буду вынуждена обратиться в суд с данным вопросом. В случае судебного разбирательства имею право на взыскание расходов представителя, который у меня есть, а также на неустойку. Также буду вынуждена обратиться в Прокуратуру с заявлением о нарушении моих прав по Федеральному законодательству как клиент вашего банка!",11596164,1,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1446,Спасибо За обслуживание ДО Димитровградский,"Добрый день. Обратилась 26.06.2024 в отделение ПСБ в городе Димитровграде ул. Гончарова, д. 1 для пепефломления счета. Меня обслуживал менеджер С-н Сергей, полностью оказал мне консультацию по вкладам, открыли накопительный счёт про запас про запас 17℅. Настроили мобильное приложение ПСБ, где быстро и удобно можно переофрмлять вклады. Спасибо за качественное и быстрое обслуживание. Всем рекомендую. ",11596100,5,f,t,2,f,0,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1447,Получу деньги на счет и бегом отсюда,"Налоговая ошибочно заблокировала мои счета в банках, в том числе и в ПСБ. Через несколько дней налоговая свои решения о блокировке счетов отменила. Другие банки уже на следующий день блокировку сняли. И только ПСБ мне счета не разблокирует уже второй месяц, ссылаясь на якобы ошибку налоговой. Я в налоговую съездил, взял оригиналы решений и привез их собственноручно в офис ПСБ, но как мне ответили, такие документы не принимаются: либо электронно, либо письмом. При этом никакого запроса на уточнение в налоговую банк не отправлял. На просьбу предоставить мне официальный отказ в разблокировке счета с объснением причин банк мне не предоставил. Говорят, пишите письмо через личный кабинет, и в течение 30 дней!!! банк ответит.То есть в офисе письмо от меня принять документы отказались. Телефон отдела или сотрудника, который мог бы внятно разъяснить, в чем ошибка мне тоже не предоставили.В общем, я уже понял, что клиент (по крайней мере, такой как я) для ПСБ не значит ничего, просто пустое место. Как только я наконец добьюсь того, чтобы ПСБ разблокировал мне счета, так сразу выведу деньги и закрою счета. Не рекомендую ПСБ никому. В случае проблем никто вам не поможет и будете вы скитаться никому не нужный между инстанциями. Все что остается теперь мне - это ровно ничего. Я не могу ничего добиться от банка второй месяц!! и просто жду у моря погоды.Это я еще не пишу ничего про клиентскую поддержку. Она просто никакая. Набрали студентов, которые двух слов связать не могут. Резюме.  Отвратительный банк!",11594970,1,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1448,Не умеют считать кэшбэк,"В прошлый раз писал как банк в одностороннем порядке смнил тариф обслуживания по моей дебетовой карте. А теперь расскажу какие некомпетентные сотрудники сидят в розничном бизнесе, которые кэшбэк считать не научились.Первый случай был в мае, когда мне не начислили кэшбэк за апрель. Ну вот совсем не начислили, ноль, нуль, zero, 0, дырка. Пишу в чат с вопросом ""почему?!"", сотрудник сделал запрос коллегам и коллеги вручную что-то начислили. Надо было проверить, чтобы начислили в полном объеме, но было лень.Почти повторяется история и сейчас:1. Операции с 1 по 3 мая вообще не учтены для кэшбэка2. Открываю выписку операций и вручную высчитываю, что кэшбэк должен быть 2060 рублей (опять же, не учтены операции с 1 по 3 ма)3. В утановленный срок (до 20 июня) ничего не начислено, только 21 мая приходит всего 1500 рублей.Звоню в колл-центр (21.06.2024) оставить жалобу, на удивление дозвонился быстро (а это ооооочень редко). Девушка на холде посчитала и сказала, что реально маловато начислено, что-то за май не учтено и оказывается еще какие-то операции за конец апреля не были учтены. Ну в общем, опяь составляем заявку на некомпетентных сотрудников, чтобы они  вручную все пересчитали и доначислили.Но что-то никто ничего и не доначислил. Пинаю банк через письменное обращение 23.06.2024 - молчат.Сегодня уже 25 июня, пересчитать кэшбэк можно было аж 300 раз. Но ничего не сделано.Промсвязьбанк, за сменой имиджа до сих пор скрывается старый банк, который ничего самостоятельно не добился. А теперь выучите такие слова как О - оперативность, К - клиентоориентированность, Т - технологичность.Страшно представить вас на микросервисах, вообще ничего работать не будет.",11594950,1,f,t,1,t,2,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1449,Ипотечный центр у м. Китай-город,"Если коротко, то ужас полный, я бы им не доверял. Безответственность и медлительность это про них Но только про ИЦ у метро Китай-город.Теперь подробнее:Являюсь зарплатами клиентом ПСБ, решил оформить ипотеку через этот банк, в заявке нужно было указать ИЦ, их всего два на Москве,это у метро Китай- город и Октябрьское поле/Панфиловская. Выбор пал на первый вариант, но потом я пожалел несколько раз.После одобрения заявки со мной не связывался менеджер несколько дней. Куда звонить? На каких условиях одобрили? Куча вопросов у человека ни разу не покупавшего квартиру, тем более через ипотеку, сами должны понимать. Поддержка ничем не помогла, а на телефоны, указанные на сайте не отвечали. Было принято решение ехать конкретно туда и выяснять. Из приятного могу сказать,что девушка на входе в центр, которая помогает посетителям выбрать нужный талончик, самое полезное что могло бы там быть. Меня перенаправляли то к одному,то к другому,в итоге дозвонились до человека который ведёт мою заявку и сказали ЖДАТЬ, она должна мне перезвонить.Как бы особого толка,что я туда ездил я не нашёл.В конце концов менеджер мне перезвонила, рассказала про условия на которые одобрена ипотека и т.п.Единственное НО: мне одобрили на меньший срок (запрашивал на 30 лет, а одобрили на 282 месяца, т.е. 23,4 месяца, странно, но менеджер мне ответила, что я вообще изначально на 250 месяцев запрашивал, хотя как я мог запрашивать на 250 месяцев если это 20,83 года и в приложении ПСБ строки в годах,кратные единицы, типа 1, 2, 20 и т.д.).Думаю ну ладно, нашёл риэлтора, подобрал вариант, собирались вносить аванс,НО захожу в приложение и вижу, что заявка на ипотеку исчезла (прошла буквально неделя-две с момента одобрения и нашего первого разговора с менеджером.Кстати, её зовут П-а Наталья И, на этом сайте,а также на других есть несколько отзывов про её ""добросовестный работу"", сам читал и понимал, что у меня уже произошло, и что только ожидает. Еле дозвонился до неё, в мессенджере читает, но не отвечает, и на мой вопрос что с моим одобренным предложением по ипотеке (которое должно быть 3 месяца быть действительно, а прошло всего две недели), она ответила, что ставка в банке изменилась, нужно новую заявку создать, повысилась всего на пол процента).ОК, создал новую, одобрили, жду звонка менеджера, тишина. Решил написать П-й, через какое то время ответила что у вас другой менеджер, ожидайте звонка, прошла неделя, вторая пошла, я уже подключил к решению моего вопроса представителя банка, который приезжает к нам на предприятие где я работаю.Услышав про офис на Китай-городе он улыбнулся (может что-то знал про тот центр) и обещал помочь.В итоге он мне перезванивал,говорил что все узнал и мне завтра менеджер позвонит,на следующие дни опять говорил про завтра,и так далее в течение недели.НО тут сразу скажу,представитель банка реально помог,за что ему спасибо.Мне на почту пришло сообщение от банка с одобренными условиями,но уже конкретно про менеджера ничего не указано,типа если что звоните по номеру, который на сайте есть, до которого не дозвониться.Я ответил на это сообщение с просьбой переветси меня в другой ИЦ, либо аннулировать действующую заявку и я вам передал на другой ИЦ (аннулирование старой нужно для создание новой, иначе приложение будет выдавать ошибку и аннулировать можно только в центре,в который была подана заявка, это мне ответили в чате и поддержке). Вскоре мне пришло сообщение от С-о Ларисы С,что моя заявка аннулирована, за что ей спасибо,а если это и был мой менеджер по ипотеке,то желаю работать чуть активнее и не заставлять клиентов ждать по две недели",11594333,2,f,t,1,t,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1493,Ужасное обслуживание ПСБ банка,"Мой муж находится в командировке, у него банкомат забрал карту. У меня есть нотариальная доверенность и я обратилась в колл центр, чтобы заблокировать карту, во-первых сотрудник вообще не понимал что надо делать, хотел заблокировать все (карту, счет, мобильное приложение), я настояла, чтобы заблокировали только карту.17 мая приехав в офис банка, чтобы снять наличные денежные средства и перевыпустить карту, простояла в очереди с маленьким ребенком 2 часа, так как очередь была из 13 человек и работал один специалист, после того как спросили: - нет ли еще сотрудника, на что ответили, что нет, сотрудник появился минут через 10. Предоставляю доверенность и прошу совершить следующие операции: 1) разблокировать карту; 2) перевыпустить карту; 3) снять денежные средства через кассу. Сотрудник Татьяна дает мне бумаги на подпись: 1) выпуск виртуальной карты (на мое имя по доверенности), 2) заявление на смену номера для кодов подтверждение и для входа в мобильное приложение, я спрашиваю: - зачем менять номер, это карта мужа и пусть будет его номер? На что мне говорят это условия банка. Какие условия и зачем они нужны? Подписывать это заявление я отказалась. На что сотрудник вырвал из рук бумагу и сказал: - не хочешь не надо, даже не объяснил для чего нужна смена номера. Далее я спросила сколько будет выпускаться карта, мне ответили: - примерно 7 дней. <br>Т.к муж был без связи и я у него не могла узнать готова ли карта, поехала в банк 10 июня с уверенностью, что карта уже точно готова. Приехав в банк, сказала, что мне требуется забрать карту, сотрудник обслуживающий меня открыл программу и сказал, что карта уже выдана 17 мая, на что я сказала, что карта была выпущена только виртуальная, сотрудник Татьяна которая обслуживала меня 17 мая была на выходном, с ней связался специалист по телефону, на что Татьяна сказала: что карту она не стала выпускать, так как я не дала ей телефон (такого разговора и требований не было, да и зачем мой телефон сотруднику, если у него есть программа) и якобы я ей сказала, что выпущу сама через приложении. Но карту я сама никак не могла перевыпустить через приложение, т.к. карта заблокирована и абсолютно никакие операции я не могу делать пока ее не разблокируют, странно, но сотрудник должен был об этом знать. Вышел руководитель начал сваливать на Москву, что они ничего не выпустили или с программой что-то, я говорю: если Москва виновата, то у вас в истории операций все равно должна быть, что карта была заказана на перевыпуск, больше он сказать мне ничего не смог. Сотрудник который обслуживал 10 июня выдал мне заявление на разблокировку карты, чтобы я смогла сама перевыпустить ее в приложении банка после разблокировки карты Москвой. Из-за этой ошибки мне в банк придется ехать еще раз с грудным ребенком, что еще меня удивило, что никто не извинился и пытался оправдать ошибку сотрудника ссылаясь на ее опыт, но ошибка была на лицо и все сотрудники это понимали. К девушке которая обслуживала 10 июня  претензий нет, все сделала по делу, хотя мне показалось, что она новичок в этом банке. Также чат банка тоже оставляет желать лучшего, очень тяжело добиться того, чтобы разговаривал сотрудник, а не бот. С колл-центром тоже беда, сотрудники по каждому вопросу уходят куда-то уточнять, пока ждешь оператора может пройти и 30 минут.<br>",11570292,1,f,t,1,f,3,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1456,Банк без людей,"Добрый день! нужно было связаться с банком, для уточнения вопроса по ипотеке. <br>звонила на 2 номера: 8800333030384957873333вискла на линии по 40 минут, по 20 минут в течение 3х дней! <br>постояннл играет музыка и ""На данный момент все операторы заняты"", а может их у вас просто нет? <br>Писала в чат в приложении: там кроме бота никого. <br>написала на почту, пришел автоответ, что можно обратиться в вотсап или в одну из систем мгновенного обмена сообщениями. <br>там на мой вопрос снова приходит автоответ: ""К сожалению, в рамках этого чата нет доступа к персональным данным.Максимальный срок зачисления денежных средств — не позднее следующего рабочего дня банка. Рекомендую вам обратиться в авторизованные каналы связи, чтобы я или мои коллеги проверили информацию:— в чат мобильного приложения или интернет-банка. Ссылка на вход в интернет-банк: https://ib.psbank.ru— на горячую линию по номеру: 8 (800) 333-03-03. Горячая линия работает круглосуточно.— или в официальную группу одной из соц.сетей"" и тут я понимаю, что это замкнутый круг. выход один - по-старинке ехать в отделение, сидет в очереди. <br>На заполненную форму обратной связи на сайте ПСБ 21.06.2024 до сих пор нет ответа. ",11593049,1,t,f,,,,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
1452,Заблокировали карту,"мало того что ее заблокировали в подозрении отмывания денег, так еще и ф-115. звоню не отвечают!!!! 20 минут сидела ждала, в итоге  мне не ответили. чем занимаются сотрудники???? почему так долго не отвечают? я понимаю может быть загружена линия, но 20 минут!!!!!! может мне час сидеть у телефона??",11593752,1,f,t,1,t,1,2024-12-20 22:23:27.768951+00,2024-12-20 22:23:27.768951+00
